Pronunciation        Tags
/kən•sɪst/           english words ngsl
/græ•djʊ•ɛɪt/        english words ngsl
/brænd/              english words ngsl
/mɑ•rəl/             english words ngsl
/ɪn•sɪst/            english words ngsl
/kɑm•bɪ•nɛɪ•ʃən/     english words ngsl
/ə•bjuz/             english words ngsl
/aɪs/                english words ngsl
/prɪn•sə•pəl/        english words ngsl
/mɑɚs•tə/            english words ngsl
/dɛfɪnətlɪ/          english words ngsl
/sɛ•ʃən/             english words ngsl
/grɛɪd/              english words ngsl
/nɛ•və•ðə•lɛs/       english words ngsl
/prɪ•dɪkt/           english words ngsl
/priːviːɚslɪ/        english words ngsl
/prə•tɛk•ʃən/        english words ngsl
/lɑɚdʒlɪ/            english words ngsl
/wɛd/                english words ngsl
/rɛnt/               english words ngsl
/ʃɑt/                english words ngsl
/ə•piːɚ•rəns/        english words ngsl
/riː•zŋ•ə•bl/        english words ngsl
/gæ•rən•tiː/         english words ngsl
/tɪl/                english words ngsl
/θiːm/               english words ngsl
/dʒʌdʒ•mənt/         english words ngsl
/ɑd/                 english words ngsl
/ə•pruv/             english words ngsl
/loʊn/               english words ngsl
/dɛ•fɪ•nɪ•ʃən/       english words ngsl
/ɪ•lɛkt/             english words ngsl
/æt•məs•fiːɚ/        english words ngsl
/fɑɚ•mə/             english words ngsl
/kəm•pæ•rɪ•sn/       english words ngsl
/kæ•rɪk•tə•rɪs•tɪk/  english words ngsl
/laɪ•səns/           english words ngsl
/rɪ•laɪ/             english words ngsl
/næ•roʊ/             english words ngsl
/sək•siːd/           english words ngsl
/aɪ•dɛn•tɪ•tɪ/       english words ngsl
/dɛsk/               english words ngsl
/pə•mɪt/             english words ngsl
/siːɚriːɚslɪ/        english words ngsl
/waɪld/              english words ngsl
/ɛm•ptɪ/             english words ngsl
/kə•mɪ•ʃən/          english words ngsl
/ju•niːk/            english words ngsl
/ə•soʊ•sɪ•ɛɪ•ʃən/    english words ngsl
/ɪn•strʊ•mənt/       english words ngsl
/ɪn•vɛs•tə/          english words ngsl
/præk•tɪ•kəl/        english words ngsl
/tiː/                english words ngsl
/lʌv•lɪ/             english words ngsl
/sɑft/               english words ngsl
/roʊ/                english words ngsl
/juθ/                english words ngsl
/lɑk/                english words ngsl
/fju•ɚl/             english words ngsl
/ɛk•spɛk•tɛɪ•ʃən/    english words ngsl
/ɪm•ploɪ•mənt/       english words ngsl
/sɛ•lɪ•brɛɪt/        english words ngsl
/sɛk•sjʊ•əl/         english words ngsl
/ʃoʊl•də/            english words ngsl
/brɛθ/               english words ngsl
/ɪn•kriːs•ɪŋ•lɪ/     english words ngsl
/ɪm•poɚt/            english words ngsl
/bɑ•tl/              english words ngsl
/aʊ•ə•sɛlvz/         english words ngsl
/ʃiːt/               english words ngsl
/ɛn•dʒɪn/            english words ngsl
/kɑɚst/              english words ngsl
/noʊ•ʃən/            english words ngsl
/kən•sɚ•və•tɪv/      english words ngsl
/dʒɚ•nɪ/             english words ngsl
/ɑ•pə•zɪ•ʃən/        english words ngsl
/rɪ•liːf/            english words ngsl
/dɛt/                english words ngsl
/ɑː•nɚ/              english words ngsl
/aʊt•kʌm/            english words ngsl
/blɛɪm/              english words ngsl
/ɛks•plə•nɛɪ•ʃən/    english words ngsl
/ə•raɪz/             english words ngsl
/mju•zɪ•kəl/         english words ngsl
/rɪ•kʌ•və/           english words ngsl
/dæd/                english words ngsl
/strɛtʃ/             english words ngsl
/dɪ•klɛɚ/            english words ngsl
/rɪ•taɪ•ə/           english words ngsl
/taɪ•nɪ/             english words ngsl
/kɛɚ•fʊl/            english words ngsl
/sju•tə•bl/          english words ngsl
/nɛɪ•tɪv/            english words ngsl
/frut/               english words ngsl
/ænəlaɪz/            english words ngsl
/wɪt•nɪs/            english words ngsl
/mɛɪl/               english words ngsl
/tɛ•rə•bl/           english words ngsl
/rɪ•sɚ•tʃə/          english words ngsl
/oɚ•dn•rɪ/           english words ngsl
/sɪ•lɛk•ʃən/         english words ngsl
/ɛ•nɪ•wɛɚ/           english words ngsl
/mɛn•tl/             english words ngsl
/pɑɚ•tɪ•sɪ•pənt/     english words ngsl
/vɪʒn/               english words ngsl
/pɚ•sə•næ•lɪ•tɪ/     english words ngsl
/spə•sɪfɪklɪ/        english words ngsl
/fæt/                english words ngsl
/ɛn•trɪ/             english words ngsl
/fɛ•loʊ/             english words ngsl
/kɛ•mɪ•kəl/          english words ngsl
/kæp•tʃə/            english words ngsl
/tɪp/                english words ngsl
/dɪs•kaʊnt/          english words ngsl
/piːk/               english words ngsl
/tʃɛɚ•mən/           english words ngsl
/prə•poɚ•ʃən/        english words ngsl
/iːɚ/                english words ngsl
/dɪ•sə•piːɚ/         english words ngsl
/ʃaʊt/               english words ngsl
/jɑɚd/               english words ngsl
/kɑn•stənt/          english words ngsl
/sɪg•nɪfɪkəntlɪ/     english words ngsl
/hɪl/                english words ngsl
/kən•sɪ•də•rə•bl/    english words ngsl
/ɪn•strʌk•ʃən/       english words ngsl
/ɪn•tɛ•lɪ•dʒəns/     english words ngsl
/aɪ•diːɚl/           english words ngsl
/foʊk/               english words ngsl
/ʃʊəlɪ/              english words ngsl
/gɑɚd/               english words ngsl
/kæt/                english words ngsl
/sʌ•mwɑt/            english words ngsl
/kɪs/                english words ngsl
/prɛ•zɛn•tɛɪ•ʃən/    english words ngsl
/dʒoɪnt/             english words ngsl
/kəm•piːt/           english words ngsl
/pɑl/                english words ngsl
/wiːk/               english words ngsl
/fɛɪθ/               english words ngsl
/rɪ•dʌk•ʃən/         english words ngsl
/rɪ•zɚv/             english words ngsl
/kəm•plɛɪnt/         english words ngsl
/boɚ/                english words ngsl
/mɪ•ʃən/             english words ngsl
/sʌm•haʊ/            english words ngsl
/toʊn/               english words ngsl
/neiː•bə•hʊd/        english words ngsl
/pæ•sɪn•dʒə/         english words ngsl
/dʒʌs•tɪs/           english words ngsl
/fɛɪz/               english words ngsl
/θɪn/                english words ngsl
/rʌʃ/                english words ngsl
/foɚ•məl/            english words ngsl
/rɪ•lɪ•dʒən/         english words ngsl
/ɪm•ploɪ•ə/          english words ngsl
/rɪ•dʒɛkt/           english words ngsl
/læ•tə/              english words ngsl
/plɛɪt/              english words ngsl
/bæn/                english words ngsl
/stiːl/              english words ngsl
/prə•tɛst/           english words ngsl
/ɪn•dɛks/            english words ngsl
/sæd/                english words ngsl
/friː•kwənt•lɪ/      english words ngsl
/sɚ•kl/              english words ngsl
/hɛlp•fəl/           english words ngsl
/kə•mɑɚnd/           english words ngsl
/ə•træk•tɪv/         english words ngsl
/sɪk/                english words ngsl
/ɪm•prɛ•ʃən/         english words ngsl
/ʌn•ɛɪ•bl/           english words ngsl
/dʒoʊk/              english words ngsl
/skaɪ/               english words ngsl
/kɑ•ləm/             english words ngsl
/ɪ•lɛk•trɑ•nɪk/      english words ngsl
/ɪm•poʊz/            english words ngsl
/krɪ•mɪ•nL/          english words ngsl
/bɪ•saɪdz/           english words ngsl
/prɑ•pə•lɪ/          english words ngsl
/ɛɪn•ʃənt/           english words ngsl
/koʊst/              english words ngsl
/ɪl/                 english words ngsl
/kɪk/                english words ngsl
/kloʊslɪ/            english words ngsl
/mʌl•tɪ•pl/          english words ngsl
/jiːld/              english words ngsl
/vaɪə/               english words ngsl
/lɛ•dʒɪs•lɛɪ•ʃən/    english words ngsl
/kaʊn•tɪ/            english words ngsl
/ʌn•laɪk/            english words ngsl
/moʊ•baɪl/           english words ngsl
/ə•sɪs•tənt/         english words ngsl
/ɪm•plɪ•mɛnt/        english words ngsl
/tʃɑɚt/              english words ngsl
/ə•tætʃ/             english words ngsl
/hɛl/                english words ngsl
/ɛ•vrɪ•wɛɚ/          english words ngsl
/əd•vaɪz/            english words ngsl
/haʊs•hoʊld/         english words ngsl
/ək•nɑ•lɪdʒ/         english words ngsl
/rɪ•woɚd/            english words ngsl
/iːst/               english words ngsl
/hæt/                english words ngsl
/æ•kə•dɛ•mɪk/        english words ngsl
/voʊ•tə/             english words ngsl
/miːn•waɪl/          english words ngsl
/fɚ•ðə•moɚ/          english words ngsl
/ə•kjuz/             english words ngsl
/saɪ•ən•tɪ•fɪk/      english words ngsl
/wɛɪdʒ/              english words ngsl
/æb•səns/            english words ngsl
/kən•strʌkt/         english words ngsl
/rɪ•mɑɚk/            english words ngsl
/mɛd•sɪn/            english words ngsl
/prə•fɛ•sə/          english words ngsl
/rɛɚ/                english words ngsl
/ɪn•tɛn•ʃən/         english words ngsl
/dʌ•zn/              english words ngsl
/sɛtlmənt/           english words ngsl
/gæp/                english words ngsl
/waɪdlɪ/             english words ngsl
/mɪ•nɪ•məm/          english words ngsl
/noɚ•ðən/            english words ngsl
/ɪs•tɛɪt/            english words ngsl
/iːkwəlɪ/            english words ngsl
/ɛks•poʊ•zɛɪ/        english words ngsl
/ə•laɪv/             english words ngsl
/ʃʌt/                english words ngsl
/vɪk•tə•rɪ/          english words ngsl
/rɪ•zɑlv/            english words ngsl
/krɪ•tɪk/            english words ngsl
/vɛɚ•riːɚ•bl/        english words ngsl
/ɪ•noɚ•məs/          english words ngsl
/swiːt/              english words ngsl
/pɚ•mə•nənt/         english words ngsl
/ɪ•moʊ•ʃən/          english words ngsl
/pə•sju/             english words ngsl
/toɚl/               english words ngsl
/ɚdʒ/                english words ngsl
/ɛ•nɪ•mɪ/            english words ngsl
/ə•poɪnt/            english words ngsl
/mɪlk/               english words ngsl
/tæ•lənt/            english words ngsl
/smɛl/               english words ngsl
/praɪ•ə/             english words ngsl
/praɪ•ɑ•rɪ•tɪ/       english words ngsl
/ɑːn•laɪn/           english words ngsl
/frɛɪz/              english words ngsl
/paɪ•lət/            english words ngsl
/stɛɪ•bl/            english words ngsl
/miːɚlɪ/             english words ngsl
/rɛ•zə•lu•ʃən/       english words ngsl
/kə•mju•nɪ•kɛɪt/     english words ngsl
/ɪn•dʒə•rɪ/          english words ngsl
/vɑɚst/              english words ngsl
/ɛk•sɪ•bɪ•ʃən/       english words ngsl
/prə•dju•sə/         english words ngsl
/riː•dʒə•nL/         english words ngsl
/ɪ•miː•djət/         english words ngsl
/ɪn•sɪ•dənt/         english words ngsl
/tʃaɪl•dhʊd/         english words ngsl
/drɑɚft/             english words ngsl
/slɪp/               english words ngsl
/ə•kʌm•pə•nɪ/        english words ngsl
/pɑ•lɪ•tɪ•ʃən/       english words ngsl
/æŋ•grɪ/             english words ngsl
/nɑk/                english words ngsl
/siːd/               english words ngsl
/sæ•lə•rɪ/           english words ngsl
/ɪ•ləs•trɛɪt/        english words ngsl
/ɪm•plaɪ/            english words ngsl
/brɛk•fəst/          english words ngsl
/tɛm•pə•rə•rɪ/       english words ngsl
/lɪ•bə•rəl/          english words ngsl
/lɛɪk/               english words ngsl
/kwɑ•lɪ•faɪ/         english words ngsl
/kəm•pɛ•tɪ•tɪv/      english words ngsl
/trulɪ/              english words ngsl
/haɪ/                english words ngsl
/jɛ•loʊ/             english words ngsl
/hæbɪt/              english words ngsl
/dɪsk/               english words ngsl
/koɚ/                english words ngsl
/ɪ•moʊ•ʃə•nL/        english words ngsl
/ɛɚ•krɑɚft/          english words ngsl
/sɛlf/               english words ngsl
/mɛ•tl/              english words ngsl
/ɪg•zɪs•təns/        english words ngsl
/boʊn/               english words ngsl
/pæ•nL/              english words ngsl
/praɪm/              english words ngsl
/ə•poɪnt•mənt/       english words ngsl
/ɛm•fə•saɪz/         english words ngsl
/mæk•sɪ•məm/         english words ngsl
/ɪ•fɛktɪvlɪ/         english words ngsl
/ɛls•wɛɚ/            english words ngsl
/bɑ•ðə/              english words ngsl
/ɪ•nɪ•ʃiːɚ•tɪv/      english words ngsl
/ʃɑɚp/               english words ngsl
/daɪ•ət/             english words ngsl
/moʊ•ʃən/            english words ngsl
/grɛɪ/               english words ngsl
/plæs•tɪk/           english words ngsl
/kɑm•plɪ•kɛɪt/       english words ngsl
/dɪ•sɪp•lɪn/         english words ngsl
/dɪ•sə•poɪnt/        english words ngsl
/bɑs/                english words ngsl
/ə•sʌm•pʃən/         english words ngsl
/friːz/              english words ngsl
/ɪks•triːm/          english words ngsl
/pæ•sɪdʒ/            english words ngsl
/rɛ•pju•tɛɪ•ʃən/     english words ngsl
/foɚθ/               english words ngsl
/nɪ•goʊ•ʃɪ•ɛɪ•ʃən/   english words ngsl
/mɛ•kə•nɪ•zəm/       english words ngsl
/koʊt/               english words ngsl
/dɪ•mɑ•krə•sɪ/       english words ngsl
/pɑ•kɪt/             english words ngsl
/lʌ•kɪ/              english words ngsl
/kræʃ/               english words ngsl
/ɑb•zɚ•vɛɪ•ʃən/      english words ngsl
/miːt/               english words ngsl
/kɑn•sɛn•trɛɪ•ʃən/   english words ngsl
/ɪm•plɪ•kɛɪ•ʃən/     english words ngsl
/dɪ•zɚv/             english words ngsl
/ʌn•ju•ʒʊəl/         english words ngsl
/dɪ•fɛnd/            english words ngsl
/klæ•sɪk/            english words ngsl
/kɪŋ/                english words ngsl
/ɪn•tər•æk•ʃən/      english words ngsl
/rɪ•pɛɚ/             english words ngsl
/kə•læps/            english words ngsl
/bɑ•roʊ/             english words ngsl
/fʌn•də•mɛn•tl/      english words ngsl
/dɪʃ/                english words ngsl
/ə•broɚd/            english words ngsl
/soʊl/               english words ngsl
/kɛɪ•pə•bl/          english words ngsl
/dɪ•fiːt/            english words ngsl
/prɛ•zɪ•dɛn•ʃəl/     english words ngsl
/pɚ•fɪktlɪ/          english words ngsl
/ɪn•hɑɚns/           english words ngsl
/praʊd/              english words ngsl
/ɪ•mɚ•dʒən•sɪ/       english words ngsl
/ɛ•dju•kɛɪ•ʃə•nL/    english words ngsl
/dɪs•tɪŋ•gwɪʃ/       english words ngsl
/səb•stæn•ʃəl/       english words ngsl
/niːɚ•baɪ/           english words ngsl
/mæ•njʊ•fæk•tʃə•rə/  english words ngsl
/slaɪd/              english words ngsl
/væ•ljʊə•bl/         english words ngsl
/pɚs•nə•lɪ/          english words ngsl
/brɛst/              english words ngsl
/koʊp/               english words ngsl
/ə•prɑksɪmətlɪ/      english words ngsl
/ə•kɑm•ə•dɛɪ•ʃn/     english words ngsl
/haɪ•laɪt/           english words ngsl
/rɪ•poɚ•tə/          english words ngsl
/klaɪ•mɪt/           english words ngsl
/ʃɚt/                english words ngsl
/ɪk•sɛp•ʃən/         english words ngsl
/koɚ•pə•rɛɪ•ʃən/     english words ngsl
/tʃɪp/               english words ngsl
/wɪ•nə/              english words ngsl
/ɪn•kaʊn•tə/         english words ngsl
/braʊn/              english words ngsl
/briːð/              english words ngsl
/ɪks•kjuz/           english words ngsl
/pɑɚt•lɪ/            english words ngsl
/tɛ•nɪs/             english words ngsl
/ɚ•bən/              english words ngsl
/kən•fjuz/           english words ngsl
/sʌ•ðən/             english words ngsl
/aʊt•pʊt/            english words ngsl
/bju•tɪ/             english words ngsl
/mæ•sɪv/             english words ngsl
/ɪn•stoɚl/           english words ngsl
/kæl•kjʊ•lɛɪt/       english words ngsl
/maʊz/               english words ngsl
/mæ•θɪ•mæ•tɪks/      english words ngsl
/ʌ•pə/               english words ngsl
/kriː•ɛɪ•ʃən/        english words ngsl
/ɑ•kjʊ•paɪ/          english words ngsl
/aʊt•laɪn/           english words ngsl
/sə•fɪ•ʃənt/         english words ngsl
/ʌp•dɛɪt/            english words ngsl
/lʌk/                english words ngsl
/prɪ•zɚv/            english words ngsl
/splɪt/              english words ngsl
/swɪŋ/               english words ngsl
/ɪl•nəs/             english words ngsl
/dʒɚ•nə•lɪst/        english words ngsl
/sʌ•dn/              english words ngsl
/əd•vɚ•tɪs•mənt/     english words ngsl
/kən•sɪs•tənt/       english words ngsl
/ə•rɪ•dʒŋ•ə•lɪ/      english words ngsl
/ə•saɪd/             english words ngsl
/kʌm•fət/            english words ngsl
/sɛ•kənd•lɪ/         english words ngsl
/sɪ•viːɚ/            english words ngsl
/dʒiːn/              english words ngsl
/prəs•pɛkt/          english words ngsl
/snoʊ/               english words ngsl
/plɑt/               english words ngsl
/nɛk/                english words ngsl
/kraɪ•tiːɚ•riːɚn/    english words ngsl
/praɪ•mə•rə•lɪ/      english words ngsl
/ɪn•tɪ•grɛɪt/        english words ngsl
/krɪ•tɪ•sɪ•zəm/      english words ngsl
/kən•vɛn•ʃən/        english words ngsl
/bɛt/                english words ngsl
/rɪ•tɛɪn/            english words ngsl
/siː•kwəns/          english words ngsl
/plɛɪn/              english words ngsl
/vɑ•lən•tiːɚ/        english words ngsl
/rʊə•rəl/            english words ngsl
/kɑɚm/               english words ngsl
/ə•bæn•dən/          english words ngsl
/ɪg•zæ•mɪ•nɛɪ•ʃən/   english words ngsl
/saɪ•ləns/           english words ngsl
/ræp•ɪd•lɪ/          english words ngsl
/ɪ•fɪ•ʃənt/          english words ngsl
/rɛ•və•lu•ʃən/       english words ngsl
/dɪ•laɪt/            english words ngsl
/spɛl/               english words ngsl
/prɪ•maɪz/           english words ngsl
/liːn/               english words ngsl
/drə•mæ•tɪk/         english words ngsl
/dɪ•fə/              english words ngsl
/grɛɪt•fəl/          english words ngsl
/proʊ•tiːn/          english words ngsl
/baɪk/               english words ngsl
/dɪs•trɪ•bjut/       english words ngsl
/ɪn•tɪ•lɛk•tjʊəl/    english words ngsl
/dɪ•raɪv/            english words ngsl
/kru•ʃjəl/           english words ngsl
/ʌn•ɪm•ploɪ•mənt/    english words ngsl
/wiːl/               english words ngsl
/krɑp/               english words ngsl
/maɪ•nɑ•rɪ•tɪ/       english words ngsl
/ɑ•rɪ•dʒɪn/          english words ngsl
/ɪn•tɚ•prɪ•tɛɪ•ʃən/  english words ngsl
/dʒɛn•tl•mən/        english words ngsl
/drɑɚ•mə/            english words ngsl
/læn•skɛɪp/          english words ngsl
/ɛ•dju•kɛɪt/         english words ngsl
/toɪ/                english words ngsl
/foɚlt/              english words ngsl
/ɪg•zɪ•bɪt/          english words ngsl
/maɪ•nə/             english words ngsl
/hʌnt/               english words ngsl
/stoɚm/              english words ngsl
/θɪk/                english words ngsl
/ə•tʃiːv•mənt/       english words ngsl
/nɪ•goʊ•ʃɪ•ɛɪt/      english words ngsl
/dɑ•mɪ•nɛɪt/         english words ngsl
/sə•plaɪ•ə/          english words ngsl
/praɪz/              english words ngsl
/tɪp•ɪ•klɪ/          english words ngsl
/piːɚ/               english words ngsl
/pɛn•ʃən/            english words ngsl
/wɪŋ/                english words ngsl
/æ•kwɪ•zɪ•ʃən/       english words ngsl
/lɑɚf•tə/            english words ngsl
/diːp•lɪ/            english words ngsl
/rɛ•kəg•nɪ•ʃən/      english words ngsl
/ɪ•lɛk•trɪ•sɪ•tɪ/    english words ngsl
/ə•sɪs•təns/         english words ngsl
/ruf/                english words ngsl
/rɪ•taɪ•ə•mənt/      english words ngsl
/rɪ•spɛk•tɪv•lɪ/     english words ngsl
/vɛɚ•rɪ•ɛɪ•ʃn/       english words ngsl
/ʌl•tɪ•mət•lɪ/       english words ngsl
/pruf/               english words ngsl
/soɪl/               english words ngsl
/smɑɚt/              english words ngsl
/lɛɪə/               english words ngsl
/ʌp•sɛt/             english words ngsl
/tuθ/                english words ngsl
/rɛ•prɪ•zɛn•tɛɪ•ʃən/ english words ngsl
/prɛ•pə•rɛɪ•ʃən/     english words ngsl
/dɪs•pjut/           english words ngsl
/ə•dʒɛn•də/          english words ngsl
/ɛm•fə•sɪs/          english words ngsl
/ɪ•dɪ•ʃən/           english words ngsl
/sɪl•və/             english words ngsl
/ɛn•tə•tɛɪn•mənt/    english words ngsl
/ɑ•nɪst/             english words ngsl
/ʌn•də•tɛɪk/         english words ngsl
/riː•tɛɪl/           english words ngsl
/waɪ•ə/              english words ngsl
/ʌn•laɪk•lɪ/         english words ngsl
/gɛɪ/                english words ngsl
/pʌb•lɪ•kɛɪ•ʃən/     english words ngsl
/slaɪt/              english words ngsl
/ʌn•noʊn/            english words ngsl
/frɛɪ•mwɚk/          english words ngsl
/zoʊn/               english words ngsl
/rɪs•trɪkt/          english words ngsl
/trɛɪs/              english words ngsl
/ɪntʃ/               english words ngsl
/ɪ•kwɪ•və•lənt/      english words ngsl
/sɑ•lɪd/             english words ngsl
/ɛn•tə•praɪz/        english words ngsl
/ɛl•də•lɪ/           english words ngsl
/oʊ/                 english words ngsl
/gʌ•və•nə/           english words ngsl
/ju•nɪ•foɚm/         english words ngsl
/poɚt/               english words ngsl
/pɪtʃ/               english words ngsl
/ə•raɪ•vəl/          english words ngsl
/kən•tɛm•pə•rə•rɪ/   english words ngsl
/gɛɪt/               english words ngsl
/iːz/                english words ngsl
/biːɚ/               english words ngsl
/spɛ•ʃə•lɪst/        english words ngsl
/ə•ʃʊə/              english words ngsl
/proʊ•faɪl/          english words ngsl
/mud/                english words ngsl
/ɛ•pɪ•soʊd/          english words ngsl
/kræk/               english words ngsl
/nju•mə•rəs/         english words ngsl
/səb•mɪt/            english words ngsl
/sɪm•ptəm/           english words ngsl
/vɚtʃʊəlɪ/           english words ngsl
/iːɚ•rə/             english words ngsl
/kʌ•və•rɪdʒ/         english words ngsl
/tɛn•ʃən/            english words ngsl
/kɛɪ•bl/             english words ngsl
/sɛn•sɪ•tɪv/         english words ngsl
/nɚ•vəs/             english words ngsl
/ɪn•pʊt/             english words ngsl
/aɪ•sə•lɛɪt/         english words ngsl
/prɪ•zŋ•ə/           english words ngsl
/ɪ•lɪ•mɪ•nɛɪt/       english words ngsl
/taɪt/               english words ngsl
/wɛt/                english words ngsl
/sɛ•kən•də•rɪ/       english words ngsl
/wɛl•fɛɚ/            english words ngsl
/rɪ•krut/            english words ngsl
/ɪks•klud/           english words ngsl
/strɪŋ/              english words ngsl
/klaʊd/              english words ngsl
/pə•swɛɪd/           english words ngsl
/ɪn•spaɪ•ə/          english words ngsl
/grænd/              english words ngsl
/hɛns/               english words ngsl
/kru/                english words ngsl
/fɪ•nɑ•mɪ•nən/       english words ngsl
/pju•pl/             english words ngsl
/foɚls/              english words ngsl
/ə•sɪst/             english words ngsl
/rɪs•toɚ/            english words ngsl
/foɚ•mjʊ•lə/         english words ngsl
/oɚl•tə/             english words ngsl
/pɚ•siːv/            english words ngsl
/ru•tiːn/            english words ngsl
/sɪŋk/               english words ngsl
/stɛɚ/               english words ngsl
/ɛni•moɚ/            english words ngsl
/hiːɚ•roʊ/           english words ngsl
/sə•poɚ•tə/          english words ngsl
/kən•vɚt/            english words ngsl
/stɛ•dɪ/             english words ngsl
/miː•tə/             english words ngsl
/trʌk/               english words ngsl
/noʊz/               english words ngsl
/bɪ•saɪd/            english words ngsl
/sɛɪl/               english words ngsl
/dɪ•zɑɚs•tə/         english words ngsl
/pɛɪ•sɪ/             english words ngsl
/hɛvɪlɪ/             english words ngsl
/dɪ•voʊt/            english words ngsl
/tɛ•rə•rɪst/         english words ngsl
/dʒʌs•tɪ•faɪ/        english words ngsl
/vaɪ•tl/             english words ngsl
/fæ•sɪ•nɛɪt/         english words ngsl
/ɛks•tɚ•nL/          english words ngsl
/spɛɚ/               english words ngsl
/wɛn•ɛ•və/           english words ngsl
/dɪ•prɛ•ʃən/         english words ngsl
/gɪl•tɪ/             english words ngsl
/ʌn•də•laɪ/          english words ngsl
/mɑːm/               english words ngsl
/dɪs•tɪŋ•kʃən/       english words ngsl
/sæ•tɪs•fæk•ʃən/     english words ngsl
/ɪn•koɚ•pə•rɛɪt/     english words ngsl
/poɚ/                english words ngsl
/swiːp/              english words ngsl
/ɑb•lɪ•gɛɪ•ʃən/      english words ngsl
/sɚ/                 english words ngsl
/ɪ•væ•ljʊ•ɛɪt/       english words ngsl
/æŋ•gə/              english words ngsl
/pʌb/                english words ngsl
/pɚ•sɛp•ʃən/         english words ngsl
/nætʃrəlɪ/           english words ngsl
/kʌ•rən•sɪ/          english words ngsl
/deɪ•tə•beɪs/        english words ngsl
/ɪ'nɪʃəlɪ/           english words ngsl
/tɛ•rɪ•tə•rɪ/        english words ngsl
/striːm/             english words ngsl
/rɛɚlɪ/              english words ngsl
/haɪt/               english words ngsl
/ə•pæ•rənt/          english words ngsl
/wɛs•tən/            english words ngsl
/ɪks•pæn•ʃən/        english words ngsl
/kɑnstəntlɪ/         english words ngsl
/mʌ•sl/              english words ngsl
/skɛɚ/               english words ngsl
/bædlɪ/              english words ngsl
/ɛ•vrɪ•dɛɪ/          english words ngsl
/baʊn•də•rɪ/         english words ngsl
/rɛɪ•ʃɪ•oʊ/          english words ngsl
/ɛ•sɛɪ/              english words ngsl
/skriːm/             english words ngsl
/wɪð•droɚ/           english words ngsl
/pə•lu•ʃən/          english words ngsl
/dɪs•oɚ•də/          english words ngsl
/fɚ•nɪ•tʃə/          english words ngsl
/sɪm•bəl/            english words ngsl
/ə•pɑɚt•mənt/        english words ngsl
/dɛ•məns•trɛɪ•ʃən/   english words ngsl
/æ•nə•lɪst/          english words ngsl
/plæt•foɚm/          english words ngsl
/stiːl/              english words ngsl
/kɛɪk/               english words ngsl
/træns•foɚm/         english words ngsl
/waʊnd/              english words ngsl
/rɪs•trɪk•ʃən/       english words ngsl
/faʊn•dɛɪ•ʃən/       english words ngsl
/dɪ•zaɪ•nə/          english words ngsl
/strɛɪn/             english words ngsl
/ɪ•noʊ•vɛɪ•ʃən/      english words ngsl
/æl•bəm/             english words ngsl
/sɪ•ŋə/              english words ngsl
/trɛɪl/              english words ngsl
/træp/               english words ngsl
/lus/                english words ngsl
/ɪks•tɛn•ʃən/        english words ngsl
/wɛlθ/               english words ngsl
/grædʒʊəlɪ/          english words ngsl
/tæŋk/               english words ngsl
/iː•vl/              english words ngsl
/rɪ•mɑɚ•kə•bl/       english words ngsl
/tjun/               english words ngsl
/grɑɚs/              english words ngsl
/ɪn•vɪ•tɛɪ•ʃən/      english words ngsl
/træn•sɪ•ʒən/        english words ngsl
/fraɪ•tn/            english words ngsl
/bɪd/                english words ngsl
/briːd/              english words ngsl
/ɪks•troɚ•dn•rɪ/     english words ngsl
/brɪ•ljənt/          english words ngsl
/əd•vaɪ•zə/          english words ngsl
/stɛm/               english words ngsl
/rɪ•vɚs/             english words ngsl
/moʊd/               english words ngsl
/mɪ•rə/              english words ngsl
/oɚ•fʊl/             english words ngsl
/poʊz/               english words ngsl
/ə•dʒʌst/            english words ngsl
/kriː•ɛɪ•tɪv/        english words ngsl
/naʊ•ə•dɛɪz/         english words ngsl
/poʊ•ɪm/             english words ngsl
/æ•grɪ•kʌl•tʃə•rəl/  english words ngsl
/kəm•pɛ•tɪ•tə/       english words ngsl
/æl•kə•hɑl/          english words ngsl
/fɛs•tə•vəl/         english words ngsl
/vɛ•dʒɪ•tə•bl/       english words ngsl
/væn/                english words ngsl
/kɑn•fɪ•dənt/        english words ngsl
/plæ•nɪt/            english words ngsl
/kɚv/                english words ngsl
/niː/                english words ngsl
/oʊ•və•kʌm/          english words ngsl
/wɛb/                english words ngsl
/dɛpθ/               english words ngsl
/ɪn•trɑɚns/          english words ngsl
/lɑg/                english words ngsl
/dʒaɪ•ənt/           english words ngsl
/gɑd/                english words ngsl
/poɚ•ʃən/            english words ngsl
/sʌb•stəns/          english words ngsl
/ɪks•tɛn•sɪv/        english words ngsl
/ɪn•tɚ•prɪt/         english words ngsl
/ɪn•dɪ•pɛn•dəns/     english words ngsl
/ʃʊ•gə/              english words ngsl
/ɪ•nə/               english words ngsl
/hɑɚm/               english words ngsl
/kən•sʌlt/           english words ngsl
/pɪŋk/               english words ngsl
/ʃæ•doʊ/             english words ngsl
/strɪp/              english words ngsl
/smuð/               english words ngsl
/ɪn•tɚ•vɛn•ʃən/      english words ngsl
/ɪm•prɛs/            english words ngsl
/ɪg•zæm/             english words ngsl
/vaɪ•sɪ/             english words ngsl
/ræ•dɪ•kəl/          english words ngsl
/sɪmələlɪ/           english words ngsl
/bɪ•hɛɪv/            english words ngsl
/laʊd/               english words ngsl
/dɪ•mɛn•ʃən/         english words ngsl
